index,rating,gpt-4o-2024-05-13,gpt-3.5-turbo-0125,llama3:70b,llama3:8b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,TP_TN_count
466,False,TN,TN,TN,TN,Spring-Cloud-Platform,spring.datasource.poolPreparedStatements,ace-modules/ace-admin/src/main/resources/application.yml,TRUE,VERSION_NUMBER,spring,spring.datasource.testWhileIdle,TRUE,ace-modules/ace-admin/src/main/resources/application.yml,VERSION_NUMBER,spring,4
467,False,TN,TN,TN,TN,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-sleuth-zipkin.groupId,ace-modules/ace-admin/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-alibaba-nacos-discovery.exclusions.exclusion_spring-cloud-starter-netflix-ribbon.groupId,org.springframework.cloud,ace-modules/ace-generator/pom.xml,NAME,maven,4
468,True,TP,TP,TP,TP,Spring-Cloud-Platform,project.dependencies.dependency_ace-common.groupId,ace-modules/ace-admin/pom.xml,com.github.wxiaoqi,NAME,maven,project.groupId,com.github.wxiaoqi,pom.xml,NAME,maven,4
469,False,FP,FP,TN,FP,Spring-Cloud-Platform,project.dependencies.dependency_lucene-highlighter.groupId,ace-modules/ace-tool/pom.xml,org.apache.lucene,NAME,maven,project.dependencies.dependency_lucene-queryparser.groupId,org.apache.lucene,ace-modules/ace-tool/pom.xml,NAME,maven,1
470,True,FN,TP,FN,TP,Spring-Cloud-Platform,project.build.plugins.plugin_maven-compiler-plugin.artifactId,ace-dev-base/ace-common/pom.xml,maven-compiler-plugin,NAME,maven,project.build.plugins.plugin_maven-compiler-plugin.artifactId,maven-compiler-plugin,ace-gate/pom.xml,NAME,maven,2
471,False,TN,TN,TN,TN,Spring-Cloud-Platform,management.security.enabled,ace-modules/ace-admin/src/main/resources/application.yml,TRUE,BOOLEAN,spring,feign.compression.request.enabled,TRUE,ace-modules/ace-generator/src/main/resources/application.yml,BOOLEAN,spring,4
472,False,TN,TN,TN,TN,Spring-Cloud-Platform,spring.datasource.maxOpenPreparedStatements,ace-modules/ace-admin/src/main/resources/application.yml,20,VERSION_NUMBER,spring,spring.redis.jedis.pool.max-active,20,ace-modules/ace-admin/src/main/resources/application.yml,NUMBER,spring,4
473,False,TN,TN,TN,TN,Spring-Cloud-Platform,swagger.enabled,ace-modules/ace-admin/src/main/resources/application.yml,TRUE,BOOLEAN,spring,feign.compression.response.enabled,TRUE,ace-modules/ace-generator/src/main/resources/application.yml,BOOLEAN,spring,4
474,True,FN,TP,TP,TP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-openfeign.artifactId,ace-gate/pom.xml,spring-cloud-starter-openfeign,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.artifactId,spring-cloud-starter-openfeign,ace-modules/ace-tool/pom.xml,NAME,maven,3
475,False,TN,TN,FP,FP,Spring-Cloud-Platform,project.artifactId,ace-modules/ace-generator/pom.xml,ace-generator,NAME,maven,project.build.finalName,ace-generator,ace-modules/ace-generator/pom.xml,NAME,maven,2
476,True,FN,TP,FN,TP,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,ace-modules/ace-admin/pom.xml,spring-boot-starter-jdbc,NAME,maven,project.dependencies.dependency_spring-boot-starter-jdbc.artifactId,spring-boot-starter-jdbc,ace-modules/ace-generator/pom.xml,NAME,maven,2
478,False,TN,FP,TN,TN,Spring-Cloud-Platform,management.endpoints.web.exposure.include,ace-modules/ace-admin/src/main/resources/application.yml,*,UNKNOWN,spring,management.endpoints.web.exposure.include,*,ace-modules/ace-sample/src/main/resources/application.yml,UNKNOWN,spring,3
480,True,FN,TP,TP,TP,Spring-Cloud-Platform,project.build.plugins.plugin_maven-compiler-plugin.configuration.target,ace-gate/pom.xml,target:1.8,VERSION_NUMBER,maven,project.build.plugins.plugin_maven-compiler-plugin.configuration.target,target:1.8,ace-modules/ace-admin/pom.xml,VERSION_NUMBER,maven,3
481,True,TP,TP,FN,TP,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.groupId,ace-dev-base/ace-common/pom.xml,javax.servlet,NAME,maven,project.dependencies.dependency_javax.servlet-api.groupId,javax.servlet,ace-modules/ace-sample/pom.xml,NAME,maven,3
482,False,TN,TN,TN,TN,Spring-Cloud-Platform,spring.datasource.maxWait,ace-modules/ace-admin/src/main/resources/application.yml,60000,VERSION_NUMBER,spring,ribbon.ConnectTimeout,60000,ace-modules/ace-generator/src/main/resources/application.yml,NUMBER,spring,4
483,False,TN,TN,TN,FP,Spring-Cloud-Platform,hystrix.threadpool.default.coreSize,ace-modules/ace-admin/src/main/resources/application.yml,1000,NUMBER,spring,hystrix.threadpool.default.coreSize,1000,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,3
484,True,TP,TP,TP,TP,Spring-Cloud-Platform,project.properties.java.version,ace-gate/pom.xml,1.8,VERSION_NUMBER,maven,project.properties.maven.compile.source,1.8,pom.xml,VERSION_NUMBER,maven,4
485,True,FN,TP,FN,TP,Spring-Cloud-Platform,project.modelVersion,ace-infrastructure/ace-monitor/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,ace-modules/ace-admin/pom.xml,VERSION_NUMBER,maven,2
486,True,FN,TP,FN,TP,Spring-Cloud-Platform,project.dependencies.dependency_spring-webmvc.artifactId,ace-modules/ace-admin/pom.xml,spring-webmvc,NAME,maven,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ace-modules/ace-sample/pom.xml,NAME,maven,2
487,True,FN,TP,FN,TP,Spring-Cloud-Platform,project.dependencies.dependency_ace-common.artifactId,ace-dev-base/ace-auth-sdk/pom.xml,ace-common,NAME,maven,project.dependencies.dependency_ace-common.artifactId,ace-common,ace-modules/ace-sample/pom.xml,NAME,maven,2
488,False,TN,TN,TN,TN,Spring-Cloud-Platform,feign.okhttp.enabled,ace-modules/ace-generator/src/main/resources/application.yml,TRUE,BOOLEAN,spring,spring.sleuth.http.legacy.enabled,TRUE,ace-modules/ace-sample/src/main/resources/application.yml,BOOLEAN,spring,4
489,False,TN,TN,TN,FP,Spring-Cloud-Platform,spring.datasource.timeBetweenEvictionRunsMillis,ace-modules/ace-admin/src/main/resources/application.yml,60000,TIME,spring,ribbon.ReadTimeout,60000,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring,3
490,True,TP,TP,FN,TP,Spring-Cloud-Platform,project.artifactId,ace-api/pom.xml,ace-api,NAME,maven,project.dependencies.dependency_ace-api.artifactId,ace-api,ace-modules/ace-admin/pom.xml,NAME,maven,3
491,True,FN,TP,FN,TP,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.version,ace-modules/ace-admin/pom.xml,javax.servlet-api:3.1.0,VERSION_NUMBER,maven,project.dependencies.dependency_javax.servlet-api.version,javax.servlet-api:3.1.0,ace-modules/ace-sample/pom.xml,VERSION_NUMBER,maven,2
492,False,TN,TN,TN,TN,Spring-Cloud-Platform,logging.level.org.springframework,ace-modules/ace-generator/src/main/resources/application.yml,DEBUG,UNKNOWN,spring,logging.level.com.github.wxiaoqi,DEBUG,ace-modules/ace-tool/src/main/resources/application.yml,UNKNOWN,spring,4
493,False,TN,FP,TN,TN,Spring-Cloud-Platform,feign.httpclient.enabled,ace-modules/ace-admin/src/main/resources/application.yml,FALSE,BOOLEAN,spring,feign.httpclient.enabled,FALSE,ace-modules/ace-sample/src/main/resources/application.yml,BOOLEAN,spring,3
494,True,FN,TP,FN,TP,Spring-Cloud-Platform,project.dependencies.dependency_commons-lang3.groupId,ace-dev-base/ace-common/pom.xml,org.apache.commons,NAME,maven,project.dependencies.dependency_commons-lang3.groupId,org.apache.commons,ace-modules/ace-admin/pom.xml,NAME,maven,2
495,True,TP,TP,FN,TP,Spring-Cloud-Platform,project.parent_ace-security.artifactId,ace-api/pom.xml,ace-security,NAME,maven,project.parent_ace-security.artifactId,ace-security,ace-modules/ace-nlp/pom.xml,NAME,maven,3
496,False,TN,FP,TN,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-openfeign-core.groupId,ace-dev-base/ace-auth-sdk/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,ace-modules/ace-generator/pom.xml,NAME,maven,2
497,False,TN,TN,TN,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-boot-starter-actuator.groupId,ace-infrastructure/ace-monitor/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ace-modules/ace-generator/pom.xml,NAME,maven,3
498,False,TN,TN,TN,TN,Spring-Cloud-Platform,spring.datasource.testWhileIdle,ace-modules/ace-admin/src/main/resources/application.yml,TRUE,VERSION_NUMBER,spring,feign.compression.response.enabled,TRUE,ace-modules/ace-generator/src/main/resources/application.yml,BOOLEAN,spring,4
499,True,FN,TP,TP,FN,Spring-Cloud-Platform,project.modelVersion,ace-dev-base/ace-auth-sdk/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,ace-modules/ace-generator/pom.xml,VERSION_NUMBER,maven,2
